SA2_CODE_2021,city_chooser,income_household,mortgage_existing,rent,house_price,rental_yield
312021345,Regional,136448,57600,22360,1000000,2.236
312021346,Regional,64428,16644,14040,1000000,1.4040000000000001
312021347,Regional,112892,26004,26520,1000000,2.6519999999999997
312021348,Regional,115076,22680,20800,1000000,2.08
312021349,Regional,71344,17424,15600,1000000,1.5599999999999998
312021350,Regional,111748,21840,21320,1000000,2.1319999999999997
312021351,Regional,105872,21840,18200,1000000,1.82
312021352,Regional,92612,20796,15600,1000000,1.5599999999999998
312021353,Regional,86372,21060,13000,1000000,1.3
312021354,Regional,108420,20796,19760,1000000,1.976
312021355,Regional,79872,18204,15600,1000000,1.5599999999999998
312021356,Regional,76804,18000,15080,1000000,1.508
312021357,Regional,109460,20796,17160,1000000,1.7160000000000002
312021358,Regional,88088,19044,16640,1000000,1.664
312031359,Regional,87048,20796,19240,1000000,1.924
312031360,Regional,0,0,0,1000000,0
312031361,Regional,74412,18720,14352,1000000,1.4352
313011362,Brisbane,60320,19764,18720,1000000,1.872
313011363,Brisbane,49972,19764,17420,1000000,1.7420000000000002
313021364,Brisbane,121992,25200,22360,1000000,2.236
313021366,Brisbane,66404,17676,17680,1000000,1.7680000000000002
313021367,Brisbane,113516,24000,19240,1000000,1.924
313021368,Brisbane,77064,18204,18460,1000000,1.846
313021369,Brisbane,106548,24000,18200,1000000,1.82
313021572,Brisbane,68588,18984,16380,1000000,1.638
313021573,Brisbane,67600,18720,15600,1000000,1.5599999999999998
313031370,Brisbane,69368,18204,17160,1000000,1.7160000000000002
313031371,Brisbane,84864,20904,18200,1000000,1.82
313041372,Brisbane,89440,20796,18200,1000000,1.82
313041373,Brisbane,63388,18204,17160,1000000,1.7160000000000002
313041374,Brisbane,101452,24000,17940,1000000,1.794
313041375,Brisbane,114764,22800,21580,1000000,2.158
313041376,Brisbane,114504,24696,21840,1000000,2.1839999999999997
313051377,Brisbane,72228,20796,17940,1000000,1.794
313051378,Brisbane,63700,20796,16900,1000000,1.69
313051379,Brisbane,57772,19200,17368,1000000,1.7368000000000001
313051380,Brisbane,67652,19500,18720,1000000,1.872
313051574,Brisbane,63648,18204,11076,1000000,1.1076000000000001
313051575,Brisbane,86216,25200,21060,1000000,2.106
314011382,Brisbane,117884,24444,22880,1000000,2.2880000000000003
314011383,Brisbane,125112,24000,21840,1000000,2.1839999999999997
314011384,Brisbane,123656,26004,20800,1000000,2.08
314011385,Brisbane,144092,25812,23920,1000000,2.392
314011386,Brisbane,121368,24000,23660,1000000,2.366
314011387,Brisbane,145912,29904,25740,1000000,2.574
314021389,Brisbane,100828,22812,19760,1000000,1.976
314021576,Brisbane,87828,21600,18720,1000000,1.872
314021577,Brisbane,75712,18540,18200,1000000,1.82
314021578,Brisbane,111540,24000,20800,1000000,2.08
314021579,Brisbane,108784,23400,21840,1000000,2.1839999999999997
314031391,Brisbane,90272,20016,20280,1000000,2.028
314031392,Brisbane,77688,19224,17680,1000000,1.7680000000000002
314031393,Brisbane,96356,20700,18720,1000000,1.872
314031394,Brisbane,75660,18564,18720,1000000,1.872
315011395,Regional,55588,0,6500,1000000,0.65
315011396,Regional,55276,15432,6760,1000000,0.676
315011397,Regional,62712,8064,8060,1000000,0.8059999999999999
315011398,Regional,57408,0,6136,1000000,0.6136
315011399,Regional,69212,15600,6240,1000000,0.624
315011400,Regional,60892,15948,11960,1000000,1.196
315011401,Regional,104312,21492,10400,1000000,1.04
315011402,Regional,50752,0,6760,1000000,0.676
315011403,Regional,154752,24756,26000,1000000,2.6
315021404,Regional,66508,12504,6500,1000000,0.65
315021405,Regional,116272,18552,14300,1000000,1.43
315021406,Regional,96512,14400,10712,1000000,1.0712
315021407,Regional,78104,8580,7800,1000000,0.7799999999999999
315031408,Regional,69732,11460,8164,1000000,0.8163999999999999
315031409,Regional,67288,10404,8840,1000000,0.8840000000000001
315031410,Regional,74984,10608,7280,1000000,0.728
315031411,Regional,57720,9096,6760,1000000,0.676
315031412,Regional,81172,12996,10400,1000000,1.04
316011413,Regional,82316,24336,23920,1000000,2.392
316011414,Regional,99944,24000,23400,1000000,2.34
316011415,Regional,99372,23400,26000,1000000,2.6
316011416,Regional,77168,22668,23920,1000000,2.392
316021417,Regional,82732,23400,23400,1000000,2.34
316021418,Regional,89388,26004,23400,1000000,2.34
316021419,Regional,58344,18204,19240,1000000,1.924
316021421,Regional,70044,25476,22880,1000000,2.2880000000000003
316021422,Regional,78156,24000,20800,1000000,2.08
316021423,Regional,82836,24576,24180,1000000,2.418
316021424,Regional,92508,24000,24960,1000000,2.496
316021580,Regional,97344,22692,24960,1000000,2.496
316021581,Regional,77792,23400,23920,1000000,2.392
316031425,Regional,88556,24000,23400,1000000,2.34
316031426,Regional,78312,21732,22620,1000000,2.262
316031427,Regional,71968,20796,21320,1000000,2.1319999999999997
316031428,Regional,81068,21600,20800,1000000,2.08
316051434,Regional,95836,26004,28600,1000000,2.86
316051435,Regional,72280,24000,24960,1000000,2.496
316051437,Regional,94952,26004,26000,1000000,2.6
316051438,Regional,65572,21600,23400,1000000,2.34
316051543,Regional,91260,25200,23660,1000000,2.366
316051544,Regional,96928,25764,27560,1000000,2.7560000000000002
316061439,Regional,79768,20796,20280,1000000,2.028
316061440,Regional,65572,20400,19240,1000000,1.924
316061441,Regional,87672,21768,20696,1000000,2.0696
316061442,Regional,104208,23400,23920,1000000,2.392
316061443,Regional,69524,20796,18200,1000000,1.82
316061444,Regional,93340,23400,21320,1000000,2.1319999999999997
316071545,Regional,88348,22800,23920,1000000,2.392
316071546,Regional,82940,26004,20800,1000000,2.08
316071547,Regional,93392,23400,20800,1000000,2.08
316071548,Regional,71916,20040,18720,1000000,1.872
316081549,Regional,77792,21600,21580,1000000,2.158
317011445,Regional,103064,19764,16120,1000000,1.6119999999999999
317011446,Regional,71552,17400,16380,1000000,1.638
317011447,Regional,62088,15600,15340,1000000,1.534
317011448,Regional,66248,15600,15340,1000000,1.534
317011449,Regional,104208,19524,18200,1000000,1.82
317011450,Regional,109408,22800,21216,1000000,2.1216
317011451,Regional,87880,19200,16120,1000000,1.6119999999999999
317011452,Regional,113204,23400,21840,1000000,2.1839999999999997
317011453,Regional,62400,15048,15028,1000000,1.5028
317011454,Regional,64064,15612,14560,1000000,1.456
317011455,Regional,87828,19032,17680,1000000,1.7680000000000002
317011456,Regional,69940,16800,15340,1000000,1.534
317011457,Regional,94328,21576,16380,1000000,1.638
317011458,Regional,96304,20796,17680,1000000,1.7680000000000002
317011459,Regional,58396,15600,15340,1000000,1.534
318011460,Regional,65988,14964,11960,1000000,1.196
318011461,Regional,73944,14400,10920,1000000,1.0919999999999999
318011462,Regional,66664,13524,11440,1000000,1.1440000000000001
318011463,Regional,72332,18204,10400,1000000,1.04
318011464,Regional,53456,12996,10920,1000000,1.0919999999999999
318011465,Regional,64740,15600,10400,1000000,1.04
318011466,Regional,50804,26004,6500,1000000,0.65
318021467,Regional,71656,16644,14040,1000000,1.4040000000000001
318021468,Regional,115180,19500,19500,1000000,1.95
318021469,Regional,85124,20796,14560,1000000,1.456
318021470,Regional,121992,21600,18200,1000000,1.82
318021471,Regional,71760,16104,15080,1000000,1.508
318021472,Regional,72800,15600,15236,1000000,1.5236
318021474,Regional,105300,19596,18720,1000000,1.872
318021475,Regional,67080,16248,13000,1000000,1.3
318021476,Regional,72384,15600,14300,1000000,1.43
318021477,Regional,65832,15600,14560,1000000,1.456
318021478,Regional,70824,17400,13520,1000000,1.352
318021479,Regional,67860,17676,13000,1000000,1.3
318021480,Regional,84812,18000,15600,1000000,1.5599999999999998
318021481,Regional,67288,15600,14196,1000000,1.4196
318021482,Regional,98488,18204,18200,1000000,1.82
318021483,Regional,52052,16236,15080,1000000,1.508
318021484,Regional,105716,19764,18200,1000000,1.82
318021485,Regional,69888,16956,14040,1000000,1.4040000000000001
318021486,Regional,79612,19200,15600,1000000,1.5599999999999998
318021487,Regional,108472,20400,18720,1000000,1.872
318021488,Regional,79248,17676,15600,1000000,1.5599999999999998
318021489,Regional,98072,20796,14040,1000000,1.4040000000000001
318021490,Regional,92716,23400,16640,1000000,1.664
318021491,Regional,73892,15600,14716,1000000,1.4716
318021582,Regional,117156,20796,19240,1000000,1.924
318021583,Regional,90220,18204,16120,1000000,1.6119999999999999
319011492,Regional,66196,15600,15080,1000000,1.508
319011493,Regional,68120,18000,16640,1000000,1.664
319011494,Regional,84032,19200,17160,1000000,1.7160000000000002
319011495,Regional,50544,13416,13000,1000000,1.3
319011496,Regional,67652,15888,15080,1000000,1.508
319011497,Regional,53456,13656,14560,1000000,1.456
319011498,Regional,63232,15600,15600,1000000,1.5599999999999998
319011499,Regional,53144,14508,14300,1000000,1.43
319011500,Regional,57876,15600,15340,1000000,1.534
319011501,Regional,55796,14304,14300,1000000,1.43
319011502,Regional,58084,14232,14300,1000000,1.43
319021503,Regional,54652,12996,11180,1000000,1.118
319021504,Regional,49608,12000,13000,1000000,1.3
319021505,Regional,65364,14556,13624,1000000,1.3624
319021506,Regional,49400,11904,9360,1000000,0.936
319021507,Regional,70772,14724,13000,1000000,1.3
319021508,Regional,51012,10404,8320,1000000,0.832
319021509,Regional,45916,12000,11960,1000000,1.196
319021510,Regional,45448,0,3900,1000000,0.38999999999999996
319031511,Regional,41080,15600,14560,1000000,1.456
319031512,Regional,56264,15132,15340,1000000,1.534
319031513,Regional,64740,16896,15600,1000000,1.5599999999999998
319031514,Regional,67184,17664,15600,1000000,1.5599999999999998
319031515,Regional,56576,15600,10400,1000000,1.04
319041516,Regional,72904,18720,17160,1000000,1.7160000000000002
319041517,Regional,81276,20796,19500,1000000,1.95
319041518,Regional,52728,16800,18200,1000000,1.82
319041519,Regional,56004,15600,17680,1000000,1.7680000000000002
319041520,Regional,52104,15600,15860,1000000,1.5859999999999999
319041521,Regional,57668,17676,17940,1000000,1.794
319051522,Regional,50752,15600,15600,1000000,1.5599999999999998
319051523,Regional,53716,12996,12480,1000000,1.248
319051524,Regional,50804,12996,13260,1000000,1.3259999999999998
319051525,Regional,49868,14040,13000,1000000,1.3
319051526,Regional,65260,15720,15600,1000000,1.5599999999999998
397979799,Regional,90948,0,0,1000000,0
399999499,Regional,0,0,0,1000000,0
401011001,Adelaide,70980,20796,20800,1000000,2.08
401011002,Adelaide,97084,22968,20280,1000000,2.028
401021003,Adelaide,99060,20796,15600,1000000,1.5599999999999998
401021004,Adelaide,119444,24000,21320,1000000,2.1319999999999997
401021005,Adelaide,100152,22800,17940,1000000,1.794
401021006,Adelaide,87932,19200,16640,1000000,1.664
401021007,Adelaide,88296,19764,18200,1000000,1.82
401021008,Adelaide,92768,18264,15860,1000000,1.5859999999999999
401021009,Adelaide,92352,18000,18200,1000000,1.82
401021010,Adelaide,113412,25224,20800,1000000,2.08
401031011,Adelaide,108472,26940,18720,1000000,1.872
401031012,Adelaide,120952,31200,21840,1000000,2.1839999999999997
401031013,Adelaide,100308,26004,17628,1000000,1.7628000000000001
401041014,Adelaide,100932,20796,18720,1000000,1.872
401041015,Adelaide,74204,20280,17420,1000000,1.7420000000000002
401041016,Adelaide,85488,22428,18200,1000000,1.82
401051017,Adelaide,85956,24000,18720,1000000,1.872
401051018,Adelaide,76752,22440,17160,1000000,1.7160000000000002
401051019,Adelaide,97708,24960,16640,1000000,1.664
401061020,Adelaide,102284,21840,16640,1000000,1.664
401061021,Adelaide,104988,23400,18200,1000000,1.82
401061022,Adelaide,106704,26004,19760,1000000,1.976
401071023,Adelaide,104052,24372,17680,1000000,1.7680000000000002
401071024,Adelaide,103896,26004,19240,1000000,1.924
402011025,Adelaide,92040,18204,16120,1000000,1.6119999999999999
402011026,Adelaide,69472,16800,14820,1000000,1.482
402011027,Adelaide,99216,20400,15600,1000000,1.5599999999999998
402021028,Adelaide,83200,16044,16120,1000000,1.6119999999999999
402021029,Adelaide,60372,13896,14040,1000000,1.4040000000000001
402021030,Adelaide,43004,12996,11700,1000000,1.17
402021031,Adelaide,61776,14796,13052,1000000,1.3052
402021032,Adelaide,85956,17808,16120,1000000,1.6119999999999999
402021033,Adelaide,118404,23940,15600,1000000,1.5599999999999998
402021034,Adelaide,48828,11700,12740,1000000,1.274
402021035,Adelaide,72124,19200,15600,1000000,1.5599999999999998
402031036,Adelaide,74256,19200,15600,1000000,1.5599999999999998
402031038,Adelaide,82940,20016,16120,1000000,1.6119999999999999
402031175,Adelaide,91468,19800,18720,1000000,1.872
402031176,Adelaide,76388,18204,16640,1000000,1.664
402041039,Adelaide,0,0,0,1000000,0
402041040,Adelaide,69888,16896,16120,1000000,1.6119999999999999
402041041,Adelaide,75088,15864,16120,1000000,1.6119999999999999
402041042,Adelaide,0,0,0,1000000,0
402041043,Adelaide,71968,16584,15600,1000000,1.5599999999999998
402041044,Adelaide,75816,15600,15600,1000000,1.5599999999999998
402041046,Adelaide,55692,14952,14040,1000000,1.4040000000000001
402041047,Adelaide,69628,15600,15340,1000000,1.534
402041048,Adelaide,65260,15300,14560,1000000,1.456
402041171,Adelaide,99476,19500,18720,1000000,1.872
402041172,Adelaide,65676,16020,15600,1000000,1.5599999999999998
402051049,Adelaide,87048,20256,16640,1000000,1.664
402051050,Adelaide,100724,19008,16640,1000000,1.664
402051051,Adelaide,99840,20796,19500,1000000,1.95
402051052,Adelaide,68328,18000,16380,1000000,1.638
402051053,Adelaide,86164,18000,17160,1000000,1.7160000000000002
402051054,Adelaide,94536,18204,18200,1000000,1.82
402051055,Adelaide,77584,18204,17160,1000000,1.7160000000000002
403011056,Adelaide,86996,23424,18200,1000000,1.82
403011057,Adelaide,81224,23400,17160,1000000,1.7160000000000002
403021058,Adelaide,75504,19716,16120,1000000,1.6119999999999999
403021059,Adelaide,97552,20400,19760,1000000,1.976
403021060,Adelaide,94692,21840,19500,1000000,1.95
403021061,Adelaide,67964,19236,16120,1000000,1.6119999999999999
403021062,Adelaide,80808,20796,16640,1000000,1.664
403021063,Adelaide,99944,18204,18980,1000000,1.8980000000000001
403021064,Adelaide,73892,20760,17940,1000000,1.794
403031065,Adelaide,118196,25200,19188,1000000,1.9188
403031066,Adelaide,91728,20796,17160,1000000,1.7160000000000002
403031067,Adelaide,109928,23400,19240,1000000,1.924
403031068,Adelaide,104312,24000,16640,1000000,1.664
403031069,Adelaide,114556,26004,17992,1000000,1.7992000000000001
403031070,Adelaide,78936,20988,16120,1000000,1.6119999999999999
403041071,Adelaide,93964,18312,17680,1000000,1.7680000000000002
403041072,Adelaide,68484,16800,16640,1000000,1.664
403041073,Adelaide,51740,15000,13000,1000000,1.3
403041074,Adelaide,63440,16728,16640,1000000,1.664
403041075,Adelaide,105040,24000,15080,1000000,1.508
403041076,Adelaide,116116,21816,21840,1000000,2.1839999999999997
403041077,Adelaide,106340,20796,19500,1000000,1.95
403041078,Adelaide,70460,16800,15600,1000000,1.5599999999999998
403041079,Adelaide,56160,14304,13624,1000000,1.3624
403041080,Adelaide,81536,18204,18460,1000000,1.846
403041081,Adelaide,71500,0,0,1000000,0
403041082,Adelaide,37700,26004,9880,1000000,0.988
403041083,Adelaide,85176,20796,18200,1000000,1.82
403041084,Adelaide,63856,15600,15600,1000000,1.5599999999999998
403041085,Adelaide,60476,15288,15340,1000000,1.534
403041086,Adelaide,69368,16380,16900,1000000,1.69
403041088,Adelaide,91260,20796,16640,1000000,1.664
403041089,Adelaide,86944,18204,18200,1000000,1.82
403041177,Adelaide,76232,18204,18200,1000000,1.82
403041178,Adelaide,79092,18204,16640,1000000,1.664
404011090,Adelaide,88140,20796,17160,1000000,1.7160000000000002
404011091,Adelaide,81276,20952,17680,1000000,1.7680000000000002
404011092,Adelaide,92872,24000,18200,1000000,1.82
404011093,Adelaide,84812,20796,17680,1000000,1.7680000000000002
404011094,Adelaide,74204,19200,16328,1000000,1.6327999999999998
404011095,Adelaide,74100,20796,16640,1000000,1.664
404011096,Adelaide,78312,22404,16640,1000000,1.664
404011097,Adelaide,77532,19200,16120,1000000,1.6119999999999999
404021098,Adelaide,0,0,0,1000000,0
404021099,Adelaide,82368,19500,16640,1000000,1.664
404021100,Adelaide,73528,18768,15600,1000000,1.5599999999999998
404021101,Adelaide,64844,17940,14300,1000000,1.43
404021102,Adelaide,67444,18204,14040,1000000,1.4040000000000001
404021103,Adelaide,38948,0,0,1000000,0
404031104,Adelaide,0,0,0,1000000,0
404031105,Adelaide,91156,24000,16380,1000000,1.638
404031106,Adelaide,85020,21600,15600,1000000,1.5599999999999998
404031107,Adelaide,80652,20796,15600,1000000,1.5599999999999998
404031108,Adelaide,80860,20796,16900,1000000,1.69
404031109,Adelaide,90792,24000,16640,1000000,1.664
405011110,Regional,74932,18000,13260,1000000,1.3259999999999998
405011111,Regional,80288,15936,13520,1000000,1.352
405011112,Regional,95004,18204,15600,1000000,1.5599999999999998
405011113,Regional,71188,13800,13780,1000000,1.3780000000000001
405011114,Regional,68952,16176,15340,1000000,1.534
405011115,Regional,75192,17424,15600,1000000,1.5599999999999998
405021116,Regional,71136,15600,13000,1000000,1.3
405021117,Regional,65364,13200,11700,1000000,1.17
405021118,Regional,47684,10404,9880,1000000,0.988
405021119,Regional,56784,11580,11440,1000000,1.1440000000000001
405031120,Regional,59540,9624,9984,1000000,0.9984
405031121,Regional,48412,9096,8580,1000000,0.8580000000000001
405031122,Regional,54288,11412,9620,1000000,0.962
405031123,Regional,59540,11964,10400,1000000,1.04
405041124,Regional,60060,13524,13000,1000000,1.3
405041125,Regional,50180,14400,13000,1000000,1.3
405041126,Regional,47632,14556,13000,1000000,1.3
405041127,Regional,52156,12000,10400,1000000,1.04
405041128,Regional,46332,11832,10400,1000000,1.04
406011129,Regional,73112,15012,11440,1000000,1.1440000000000001
406011130,Regional,68016,14304,11440,1000000,1.1440000000000001
406011131,Regional,61152,11232,8320,1000000,0.832
406011132,Regional,64220,10404,7800,1000000,0.7799999999999999
406011133,Regional,67652,15600,12480,1000000,1.248
406011134,Regional,59696,12996,5408,1000000,0.5408
406011135,Regional,68224,0,2600,1000000,0.26
406011136,Regional,61776,12996,9360,1000000,0.936
406011137,Regional,0,0,0,1000000,0
406021138,Regional,65832,0,4420,1000000,0.44200000000000006
406021139,Regional,39728,7560,8476,1000000,0.8475999999999999
406021140,Regional,54444,11568,9100,1000000,0.91
406021141,Regional,63128,7908,4940,1000000,0.494
406021142,Regional,66404,13656,10400,1000000,1.04
406021143,Regional,163280,18204,13520,1000000,1.352
407011144,Regional,50440,14352,14560,1000000,1.456
407011145,Regional,58656,12276,10816,1000000,1.0816
407011146,Regional,66404,18000,15600,1000000,1.5599999999999998
407011147,Regional,76908,18204,13936,1000000,1.3936
407011148,Regional,50804,15600,15080,1000000,1.508
407011149,Regional,56264,15600,14040,1000000,1.4040000000000001
407021150,Regional,82264,15600,10400,1000000,1.04
407021151,Regional,62400,14160,11440,1000000,1.1440000000000001
407021152,Regional,51376,10920,9100,1000000,0.91
407021154,Regional,71604,12996,11960,1000000,1.196
407021155,Regional,84864,10800,7800,1000000,0.7799999999999999
407021156,Regional,68328,10752,9412,1000000,0.9412
407021157,Regional,76440,10404,10400,1000000,1.04
407021158,Regional,70252,12072,9204,1000000,0.9204
407021173,Regional,70096,14400,11440,1000000,1.1440000000000001
407021174,Regional,62920,13308,11440,1000000,1.1440000000000001
407031159,Regional,64740,12996,10400,1000000,1.04
407031160,Regional,54028,12480,11180,1000000,1.118
407031161,Regional,61828,7932,8320,1000000,0.832
407031162,Regional,62816,12996,11492,1000000,1.1492
407031163,Regional,67600,12996,9776,1000000,0.9776
407031164,Regional,46852,12996,11180,1000000,1.118
407031165,Regional,56004,13200,12480,1000000,1.248
407031166,Regional,67288,15000,10400,1000000,1.04
407031167,Regional,52884,11700,10400,1000000,1.04
407031168,Regional,75868,14136,10400,1000000,1.04
407031169,Regional,56420,10548,9880,1000000,0.988
407031170,Regional,53404,11436,10400,1000000,1.04
497979799,Regional,0,0,0,1000000,0
499999499,Regional,0,0,0,1000000,0
501011001,Regional,71240,21792,15600,1000000,1.5599999999999998
501011003,Regional,94796,23916,21840,1000000,2.1839999999999997
501011004,Regional,87256,20400,19760,1000000,1.976
501011293,Regional,71812,20796,18720,1000000,1.872
501011294,Regional,70252,20796,18200,1000000,1.82
501021005,Regional,99320,20796,18200,1000000,1.82
501021007,Regional,80652,19500,17160,1000000,1.7160000000000002
501021008,Regional,58344,15600,14560,1000000,1.456
501021009,Regional,64168,15600,13000,1000000,1.3
501021010,Regional,97916,21000,13520,1000000,1.352
501021011,Regional,50232,0,34788,1000000,3.4788
501021012,Regional,90376,19812,18200,1000000,1.82
501021014,Regional,77896,20280,14560,1000000,1.456
501021015,Regional,70616,18072,15600,1000000,1.5599999999999998
501021016,Regional,68224,19500,13520,1000000,1.352
501021251,Regional,107432,20796,18200,1000000,1.82
501021252,Regional,121784,24960,20800,1000000,2.08
501021253,Regional,77324,19500,16120,1000000,1.6119999999999999
501021254,Regional,58916,15600,13000,1000000,1.3
501031017,Regional,63960,15924,13520,1000000,1.352
501031018,Regional,69264,18744,15080,1000000,1.508
501031019,Regional,66092,15600,12480,1000000,1.248
501031020,Regional,57824,15600,12480,1000000,1.248
502011021,Perth,74672,22104,18200,1000000,1.82
502011022,Perth,67288,20796,16640,1000000,1.664
502011023,Perth,52208,16644,15340,1000000,1.534
502011024,Perth,71604,20796,18200,1000000,1.82
502011025,Perth,46852,15600,14040,1000000,1.4040000000000001
502011026,Perth,70096,21588,16640,1000000,1.664
502011027,Perth,96772,22044,18200,1000000,1.82
502011028,Perth,53768,18000,14560,1000000,1.456
502011029,Perth,69524,20796,15600,1000000,1.5599999999999998
503011030,Perth,192400,48000,39000,1000000,3.9
503011031,Perth,107536,33600,23920,1000000,2.392
503011032,Perth,174252,47100,28600,1000000,2.86
503011033,Perth,185640,39000,31200,1000000,3.1199999999999997
503011034,Perth,119756,36396,16120,1000000,1.6119999999999999
503011035,Perth,135720,42252,23400,1000000,2.34
503011036,Perth,164684,39000,23400,1000000,2.34
503021037,Perth,249548,119988,52000,1000000,5.2
503021038,Perth,136864,28596,22100,1000000,2.21
503021039,Perth,108108,26400,17680,1000000,1.7680000000000002
503021040,Perth,121056,29904,20800,1000000,2.08
503021042,Perth,111436,31020,21060,1000000,2.106
503021043,Perth,104624,26004,15600,1000000,1.5599999999999998
503021295,Perth,104468,23400,21320,1000000,2.1319999999999997
503021296,Perth,98436,22800,19760,1000000,1.976
503021297,Perth,102232,22080,21320,1000000,2.1319999999999997
504011044,Perth,90376,21612,17160,1000000,1.7160000000000002
504011045,Perth,104572,24000,18200,1000000,1.82
504011046,Perth,84396,20796,15600,1000000,1.5599999999999998
504011047,Perth,82316,20796,18720,1000000,1.872
504011048,Perth,84864,22884,18200,1000000,1.82
504021049,Perth,101868,23040,19084,1000000,1.9084
504021050,Perth,118872,24180,20800,1000000,2.08
504021051,Perth,96772,23676,16380,1000000,1.638
504021052,Perth,71448,18204,0,1000000,0
504021053,Perth,104676,24000,19760,1000000,1.976
504021054,Perth,75556,20796,15600,1000000,1.5599999999999998
504031055,Perth,71500,0,15340,1000000,1.534
504031056,Perth,89700,20436,18200,1000000,1.82
504031057,Perth,93132,21180,18200,1000000,1.82
504031058,Perth,99424,23400,18200,1000000,1.82
504031060,Perth,127348,27600,18200,1000000,1.82
504031061,Perth,109564,24000,20280,1000000,2.028
504031062,Perth,94224,21840,16900,1000000,1.69
504031063,Perth,90948,0,40300,1000000,4.03
504031064,Perth,117000,0,0,1000000,0
504031065,Perth,78104,19500,16640,1000000,1.664
504031066,Perth,67600,19200,15600,1000000,1.5599999999999998
504031067,Perth,93704,20676,17160,1000000,1.7160000000000002
504031068,Perth,115336,26004,19240,1000000,1.924
504031069,Perth,23400,0,0,1000000,0
504031298,Perth,111072,23400,19760,1000000,1.976
504031299,Perth,111852,23400,19240,1000000,1.924
504031300,Perth,95888,21600,18200,1000000,1.82
505011070,Perth,95316,21600,19240,1000000,1.924
505011071,Perth,115804,23400,20800,1000000,2.08
505011072,Perth,124488,26496,23920,1000000,2.392
505011073,Perth,98644,23400,20800,1000000,2.08
505011074,Perth,100360,22824,19760,1000000,1.976
505011075,Perth,128180,28800,25480,1000000,2.548
505011076,Perth,170144,33156,33800,1000000,3.38
505011077,Perth,92768,21840,18720,1000000,1.872
505011078,Perth,104624,24000,21736,1000000,2.1736
505011079,Perth,119184,27600,23400,1000000,2.34
505011080,Perth,128960,27036,27300,1000000,2.73
505011081,Perth,107380,24000,20280,1000000,2.028
505011082,Perth,128076,31200,24960,1000000,2.496
505011083,Perth,121628,26004,24960,1000000,2.496
505021084,Perth,84500,22356,18200,1000000,1.82
505021085,Perth,67236,17784,15860,1000000,1.5859999999999999
505021087,Perth,0,0,0,1000000,0
505021088,Perth,106600,24444,20800,1000000,2.08
505021089,Perth,129480,30000,23920,1000000,2.392
505021090,Perth,75868,18624,17680,1000000,1.7680000000000002
505021091,Perth,86632,19896,20800,1000000,2.08
505021092,Perth,109616,25848,21060,1000000,2.106
505021093,Perth,96564,24000,16120,1000000,1.6119999999999999
505021094,Perth,119808,33804,20800,1000000,2.08
505021095,Perth,82576,20796,16640,1000000,1.664
505021096,Perth,123240,32028,21840,1000000,2.1839999999999997
505021097,Perth,90792,24000,16900,1000000,1.69
505021301,Perth,97812,25200,16640,1000000,1.664
505021302,Perth,79456,22800,17680,1000000,1.7680000000000002
505031098,Perth,77688,19200,15600,1000000,1.5599999999999998
505031099,Perth,80184,20796,17680,1000000,1.7680000000000002
505031100,Perth,110032,22884,19760,1000000,1.976
505031101,Perth,91572,20796,18200,1000000,1.82
505031102,Perth,64428,16800,15236,1000000,1.5236
505031104,Perth,79716,19764,18200,1000000,1.82
505031105,Perth,121836,26004,20800,1000000,2.08
505031106,Perth,90948,0,25012,1000000,2.5012
505031107,Perth,110656,24000,21320,1000000,2.1319999999999997
505031255,Perth,105612,23400,18200,1000000,1.82
505031256,Perth,110240,29640,15600,1000000,1.5599999999999998
505031257,Perth,79352,21600,17160,1000000,1.7160000000000002
505031258,Perth,88244,22104,17680,1000000,1.7680000000000002
505031303,Perth,108992,23916,20800,1000000,2.08
505031304,Perth,126828,26004,23400,1000000,2.34
505031305,Perth,117572,24000,23400,1000000,2.34
505031306,Perth,87308,21600,18200,1000000,1.82
506011110,Perth,67912,18204,14560,1000000,1.456
506011111,Perth,0,0,48204,1000000,4.820399999999999
506011112,Perth,71344,16896,15340,1000000,1.534
506011114,Perth,70408,18000,15080,1000000,1.508
506011115,Perth,99840,24000,17160,1000000,1.7160000000000002
506011116,Perth,113620,24672,18200,1000000,1.82
506011117,Perth,90428,19200,17160,1000000,1.7160000000000002
506011307,Perth,125424,24000,21840,1000000,2.1839999999999997
506011308,Perth,126932,24336,21840,1000000,2.1839999999999997
506021118,Perth,86632,21048,18200,1000000,1.82
506021119,Perth,102648,24000,18200,1000000,1.82
506021120,Perth,0,0,0,1000000,0
506021121,Perth,0,0,0,1000000,0
506021123,Perth,98592,24000,18200,1000000,1.82
506021309,Perth,79040,20400,17680,1000000,1.7680000000000002
506021310,Perth,83044,20796,18200,1000000,1.82
506021311,Perth,89596,21120,18200,1000000,1.82
506031124,Perth,77064,20796,17160,1000000,1.7160000000000002
506031125,Perth,120952,24000,23400,1000000,2.34
506031126,Perth,11700,0,10816,1000000,1.0816
506031127,Perth,88140,19764,18200,1000000,1.82
506031128,Perth,80392,19500,17680,1000000,1.7680000000000002
506031129,Perth,106652,26004,20800,1000000,2.08
506031130,Perth,29900,12000,13780,1000000,1.3780000000000001
506031131,Perth,113256,25200,20800,1000000,2.08
506041132,Perth,77688,19092,16640,1000000,1.664
506041133,Perth,117468,23484,21840,1000000,2.1839999999999997
506041134,Perth,65208,18000,15080,1000000,1.508
506041135,Perth,109980,23400,19760,1000000,1.976
